"laptop_ID","Company","TypeName","Inches","ScreenResolution","Cpu","Ram (GB)","Storage (GB)","SSD or Flash","Gpu","OpSys","Weight","Price_euros"
"280","Dell","Notebook","15.6","1366x768","i7","12","1024","0","Intel","Windows 10","2.3","713.07"
"281","Dell","Notebook","17.3","1920x1080","i7","8","128","1","AMD","Linux","2.8","1099.00"
"282","Acer","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","2.2","745.00"
"283","Lenovo","Notebook","17.3","1600x900","i3","4","1024","0","Intel","Windows 10","2.8","489.00"
"284","Lenovo","Notebook","17.3","1920x1080","i7","8","2048","0","Nvidia","No OS","2.8","849.00"
"285","Lenovo","Notebook","17.3","1600x900","i7","6","128","1","Nvidia","Windows 10","2.8","859.00"
"286","Dell","Notebook","15.6","1920x1080","i3","4","1024","0","AMD","Linux","2.25","428.00"
"287","Lenovo","Gaming","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.5","829.00"
"288","Lenovo","Notebook","15.6","1920x1080","i5","6","256","1","Intel","Windows 10","2.2","579.00"
"289","Acer","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","3","951.00"
"290","Acer","Notebook","15.6","1920x1080","i7","12","1024","0","Intel","Windows 10","2.15","659.00"
"291","Lenovo","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","1.95","1097.00"
"292","Asus","Ultrabook","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","1.7","977.00"
"293","Lenovo","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.5","1179.00"
"294","Lenovo","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","No OS","2.2","659.01"
"295","Acer","Notebook","15.6","1366x768","Celeron","2","16","1","Intel","Chrome OS","2.19","199.00"
"296","Asus","Gaming","17.3","1920x1080","i7","8","1024","0","Nvidia","Windows 10","3","1187.00"
"297","HP","Notebook","17.3","1600x900","i3","8","1024","0","Intel","Windows 10","2.54","489.00"
"298","Dell","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2","1829.00"
"299","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.05","739.00"
"300","Lenovo","Gaming","15.6","1920x1080","i7","8","1024","0","Nvidia","Windows 10","3.2","1299.00"
"301","Acer","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Linux","2.5","979.00"
"302","Dell","Workstation","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","3.42","2884.86"
"303","Lenovo","Notebook","15.6","1920x1080","AMD","6","1024","0","AMD","Windows 10","2.4","499.00"
"304","Asus","Ultrabook","15.6","1920x1080","i7","16","512","1","Nvidia","Windows 10","1.63","1468.00"
"305","Asus","Notebook","14","1366x768","i3","4","128","1","Intel","Windows 10","1.3","509.00"
"306","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.9","2122.00"
"307","Lenovo","Notebook","17.3","1600x900","i5","6","1024","0","Nvidia","Windows 10","2.8","649.00"
"308","Lenovo","Notebook","15.6","1366x768","i5","8","2048","0","Nvidia","No OS","2.2","549.00"
"309","Asus","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.5","1265.00"
"310","Lenovo","Notebook","15.6","1366x768","Quad Core","4","1024","0","Intel","No OS","2.2","359.99"
"311","HP","2 in 1 Convertible","13.3","1920x1080","i7","16","256","1","Intel","Windows 10","1.28","1975.00"
"312","Toshiba","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.2","1043.00"
"313","Lenovo","Notebook","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.3","819.00"
"314","HP","Notebook","15.6","1920x1080","i3","4","1024","0","Intel","Windows 10","1.86","469.00"
"315","Lenovo","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.1","999.00"
"316","Dell","Ultrabook","13.3","4k","i7","16","1024","1","Intel","Windows 10","1.21","2499.00"
"317","MSI","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.8","2099.00"
"318","Acer","Notebook","15.6","1920x1080","AMD","8","256","1","AMD","Windows 10","2.23","469.00"
"319","Asus","2 in 1 Convertible","11.6","1366x768","Celeron","2","32","1","Intel","Windows 10","1.1","275.00"
"320","Dell","Notebook","15.6","1920x1080","i5","8","128","1","AMD","Windows 10","2.33","844.00"
"321","HP","2 in 1 Convertible","13.3","4k","i7","16","1024","1","Intel","Windows 10","1.29","2449.00"
"322","Lenovo","Notebook","13.3","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.45","459.90"
"323","HP","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.95","980.00"
"324","Acer","Notebook","11.6","1366x768","Quad Core","4","128","1","Intel","Windows 10","1.4","485.00"
"325","HP","Notebook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.48","1292.00"
"326","Lenovo","Notebook","17.3","1600x900","i5","4","1024","0","Nvidia","Windows 10","2.79","589.00"
"327","Asus","Notebook","14","1920x1080","i7","8","256","1","Intel","Windows 10","2","1094.00"
"329","HP","Notebook","15.6","1366x768","i7","8","1024","0","Intel","Windows 10","2.1","902.00"
"330","Acer","Notebook","15.6","1366x768","AMD","8","256","1","AMD","Windows 10","2.2","659.00"
"331","Lenovo","Notebook","14","1366x768","Celeron","4","32","1","Intel","Windows 10","1.44","292.00"
"332","Acer","Notebook","15.6","1366x768","i5","6","1024","0","Intel","Windows 10","2.23","549.00"
"333","Asus","Ultrabook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","1.7","1049.90"
"334","HP","Ultrabook","12.5","1920x1080","i7","8","256","1","Intel","Windows 10","1.26","1335.00"
"335","Dell","Notebook","15.6","4k","i7","32","1024","1","Nvidia","Windows 10","2.06","2639.00"
"336","MSI","Gaming","17.3","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.7","1199.00"
"337","Toshiba","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.0","943.00"
"338","Asus","Notebook","14","1920x1080","i7","8","256","1","Intel","Windows 10","2","1334.00"
"339","Lenovo","Notebook","15.6","1920x1080","i3","4","1024","0","Intel","Windows 10","1.85","449.00"
"340","Asus","Gaming","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.5","999.00"
"341","HP","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.48","1268.00"
"342","Dell","Ultrabook","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","1.9","1049.00"
"343","HP","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","1.84","1144.00"
"344","Asus","Notebook","15.6","1366x768","Celeron","4","1024","0","Intel","Linux","2","274.99"
"345","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2","1142.75"
"346","Dell","Notebook","15.6","1366x768","Celeron","4","512","0","Intel","Linux","2.2","274.90"
"347","Lenovo","Notebook","15.6","1920x1080","AMD","12","2048","0","AMD","Windows 10","2.2","899.00"
"348","HP","Notebook","15.6","1920x1080","i3","8","1024","0","Nvidia","Windows 10","2.1","716.00"
"349","Lenovo","2 in 1 Convertible","13.9","4k","i7","16","512","1","Intel","Windows 10","1.4","2099.00"
"350","Dell","Ultrabook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.2","1579.00"
"351","Lenovo","Gaming","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.4","1129.00"
"352","HP","Notebook","14","1366x768","Celeron","2","32","1","Intel","Windows 10","1.44","279.00"
"353","Dell","Ultrabook","15.6","1920x1080","i7","16","256","1","Intel","Windows 10","1.88","1607.96"
"354","Asus","2 in 1 Convertible","11.6","1366x768","Celeron","4","32","1","Intel","Windows 10","1.5","375.00"
"355","Dell","Ultrabook","15.6","1920x1080","i5","8","1024","0","AMD","Windows 10","1.9","663.00"
"356","Dell","Notebook","15.6","4k","i7","16","512","1","Nvidia","Windows 10","2.06","2027.42"
"357","HP","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","1.84","1304.00"
"358","MSI","Gaming","17.3","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.7","1409.00"
"359","HP","Workstation","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.6","1738.27"
"360","Toshiba","Notebook","15.6","1920x1080","i7","16","512","1","Nvidia","Windows 10","2.4","1403.00"
"361","Dell","Notebook","15.6","1920x1080","i7","8","128","1","AMD","Windows 10","2.02","970.90"
"362","Lenovo","Notebook","15.6","1366x768","Celeron","4","1024","0","Intel","No OS","2.2","321.99"
"363","Dell","Gaming","15.6","1920x1080","i5","8","1024","0","Nvidia","Windows 10","2.65","999.00"
"364","Dell","Notebook","15.6","1366x768","i5","8","2048","0","Intel","Windows 10","2.36","557.37"
"365","Dell","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.36","1427.00"
"366","HP","Notebook","15.6","1366x768","i3","4","512","0","Intel","Windows 10","1.86","439.00"
"367","Asus","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","2","945.00"
"368","Lenovo","Notebook","17.3","1600x900","i5","6","128","1","Nvidia","Windows 10","2.8","719.00"
"369","HP","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Windows 10","1.86","639.00"
"370","Lenovo","Notebook","15.6","1366x768","i3","8","256","1","Nvidia","No OS","2.2","499.00"
"371","HP","Notebook","15.6","1366x768","Quad Core","8","2048","0","Intel","Windows 10","2.04","389.00"
"372","Dell","Notebook","17.3","1920x1080","i5","8","128","1","AMD","Windows 10","2.8","1085.00"
"373","Lenovo","Gaming","15.6","1920x1080","i5","8","128","1","Nvidia","No OS","2.4","809.00"
"374","Dell","Notebook","15.6","1920x1080","i7","8","256","1","AMD","Windows 10","2.33","899.00"
"375","HP","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.36","1750.00"
"376","Asus","2 in 1 Convertible","15.6","1920x1080","i7","12","512","1","Nvidia","Windows 10","2.26","1099.00"
"377","Acer","Notebook","15.6","1366x768","AMD","4","128","1","AMD","Windows 10","2.1","426.00"
"378","Asus","Gaming","17.3","1920x1080","AMD","16","256","1","AMD","Windows 10","3.25","2199.00"
"379","Lenovo","Notebook","17.3","1600x900","AMD","4","128","1","AMD","Windows 10","2.6","489.00"
"380","Dell","2 in 1 Convertible","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.62","869.01"
"381","HP","Notebook","15.6","1920x1080","AMD","4","256","1","AMD","Windows 10","1.91","488.99"
"382","Lenovo","Netbook","11.6","1366x768","Celeron","4","128","1","Intel","Windows 10","1.59","553.00"
"383","Dell","Notebook","15.6","1366x768","Celeron","4","512","0","Intel","Windows 10","1.8","309.00"
"384","Asus","Notebook","14","1366x768","Celeron","4","32","1","Intel","Windows 10","1.5","286.00"
"385","Acer","Notebook","15.6","1920x1080","i7","8","1024","0","Nvidia","Linux","2.4","846.00"
"386","HP","Gaming","17.3","1920x1080","i7","8","128","1","Nvidia","Windows 10","3.35","1191.00"
"387","Lenovo","Notebook","15.6","1920x1080","i3","4","128","1","Intel","No OS","1.85","403.50"
"388","Asus","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.3","1655.00"
"389","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Nvidia","Windows 10","1.5","1099.00"
"390","Asus","Ultrabook","13.3","1920x1080","i7","16","512","1","Intel","Windows 10","1.1","1748.90"
"391","Lenovo","Ultrabook","14","4k","i7","8","512","1","Intel","Windows 10","1.13","2282.00"
"392","Lenovo","Notebook","13.3","1920x1080","i3","4","128","1","Intel","Windows 10","1.5","549.00"
"393","Dell","Workstation","15.6","1920x1080","i5","8","512","0","AMD","Windows 10","2.23","1369.00"
"394","Dell","Workstation","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2","2135.00"
"395","Lenovo","2 in 1 Convertible","14","4k","i7","16","512","1","Intel","Windows 10","1.42","2509.00"
"396","Asus","Gaming","17.3","1920x1080","i7","8","1024","0","Nvidia","Windows 10","3","1039.00"
"397","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","3","1591.00"
"399","Acer","Notebook","15.6","1366x768","i5","12","1024","0","Nvidia","Windows 10","2.2","693.99"
"400","MSI","Gaming","17.3","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.7","1349.00"
"401","Dell","Notebook","15.6","1920x1080","i7","8","256","1","AMD","Linux","2.33","778.87"
"402","HP","Ultrabook","15.6","1920x1080","AMD","4","256","1","AMD","Windows 10","1.91","499.00"
"403","Lenovo","Notebook","15.6","1920x1080","i7","8","256","1","AMD","Windows 10","2.1","1229.56"
"404","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.9","938.00"
"405","Dell","Workstation","15.6","4k","i7","8","256","1","Nvidia","Windows 10","1.78","2712.00"
"406","Lenovo","Ultrabook","14","4k","i7","16","1024","1","Intel","Windows 10","1.13","2625.00"
"407","Lenovo","Notebook","15.6","1366x768","Celeron","4","1024","0","Intel","Windows 10","2.2","306.00"
"408","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.9","1529.00"
"409","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","AMD","Windows 10","2.1","1144.50"
"410","Acer","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Linux","2.5","879.00"
"411","MSI","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.8","2249.00"
"412","Asus","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 10","1.10","1873.00"
"413","Toshiba","Ultrabook","13.3","1920x1080","i7","16","512","1","Intel","Windows 10","1.2","1747.00"
"414","Dell","Ultrabook","14","1920x1080","i7","8","512","1","Intel","Windows 10","1.36","1680.00"
"415","Lenovo","Notebook","15.6","1920x1080","i3","4","512","0","Intel","Windows 10","2.2","409.00"
"416","Lenovo","Notebook","11.6","1366x768","Celeron","2","32","1","Intel","Windows 10","1.15","304.45"
"417","Lenovo","Workstation","15.6","1920x1080","i7","8","512","1","Nvidia","Windows 10","2.67","1925.00"
"418","Lenovo","Ultrabook","14","4k","i7","8","512","1","Nvidia","Windows 10","1.7","1943.00"
"419","HP","Notebook","15.6","1920x1080","i3","4","1024","0","AMD","Windows 10","2.1","469.00"
"420","Acer","2 in 1 Convertible","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.6","789.01"
"421","Asus","2 in 1 Convertible","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.27","928.00"
"422","Dell","Notebook","15.6","1920x1080","i5","4","256","1","AMD","Linux","2.3","598.90"
"423","Dell","Notebook","13.3","1366x768","i3","4","128","1","Intel","Windows 10","1.65","689.00"
"424","HP","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Windows 10","1.43","1500.00"
"425","Dell","Notebook","15.6","1366x768","i5","8","1024","0","Intel","Windows 10","2.14","539.95"
"426","Lenovo","Ultrabook","14","1920x1080","i7","8","256","1","AMD","Windows 10","1.75","1215.38"
"427","Lenovo","2 in 1 Convertible","15.6","4k","i7","16","512","1","Nvidia","Windows 10","2","1899.00"
"429","HP","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2.31","1427.00"
"430","Asus","Notebook","15.6","1920x1080","i3","8","1024","0","Nvidia","Linux","2.3","597.00"
"431","Dell","Gaming","17.3","4k","i7","16","256","1","Nvidia","Windows 10","4.42","2799.00"
"432","Dell","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.62","1159.00"
"433","Dell","Notebook","15.6","1920x1080","i7","8","256","1","AMD","Windows 10","2.02","1142.40"
"434","Dell","Ultrabook","14","1920x1080","i7","8","256","1","Intel","Linux","1.6","1099.00"
"435","HP","Gaming","17.3","1920x1080","i7","12","256","1","Nvidia","Windows 10","3.35","1999.00"
"437","Samsung","Netbook","11.6","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.15","269.00"
"438","Lenovo","Notebook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.4","1010.00"
"439","Lenovo","Notebook","14","1920x1080","i3","4","128","1","Intel","Windows 10","1.7","599.00"
"440","Lenovo","Workstation","15.6","4k","i7","16","512","1","Nvidia","Windows 10","2.3","2445.00"
"441","Lenovo","Notebook","15.6","1920x1080","i7","16","512","1","Nvidia","Windows 10","2.5","2449.00"
"442","Asus","Gaming","17.3","1920x1080","AMD","8","256","1","AMD","Windows 10","3.2","1695.00"
"443","HP","Notebook","15.6","1366x768","Celeron","4","512","0","Intel","Windows 10","2.1","347.00"
"445","Lenovo","Ultrabook","14","4k","i7","24","512","1","Intel","Windows 10","1.32","2382.00"
"446","Asus","Notebook","15.6","1920x1080","i5","4","256","1","Intel","Linux","2","559.00"
"447","Lenovo","Notebook","17.3","1600x900","AMD","8","1024","0","AMD","Windows 10","2.8","519.00"
"448","Dell","Notebook","15.6","1920x1080","i5","4","256","1","AMD","Windows 10","2.2","749.00"
"449","Lenovo","Ultrabook","12.5","1920x1080","i5","8","256","1","Intel","Windows 10","1.36","1429.00"
"450","Lenovo","Notebook","15.6","1920x1080","Quad Core","4","128","1","Intel","Windows 10","2.2","349.00"
"451","HP","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","2.2","1099.00"
"452","Dell","Notebook","14","1920x1080","i5","8","256","1","Nvidia","Windows 10","1.64","1179.00"
"453","Acer","Notebook","15.6","1366x768","i5","4","512","0","Intel","Linux","2.4","441.80"
"454","Dell","Workstation","15.6","1920x1080","Xeon","8","64","1","Nvidia","Windows 10","2.23","1993.00"
"455","MSI","Gaming","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.2","1027.74"
"456","Microsoft","Ultrabook","13.5","4k","i7","16","512","1","Intel","Windows 10","1.25","2589.00"
"457","HP","Notebook","15.6","1366x768","i5","8","128","1","Intel","Windows 10","1.91","589.00"
"458","Dell","Workstation","15.6","1920x1080","i7","16","256","1","Nvidia","Windows 10","2.17","1975.00"
"459","HP","Workstation","15.6","1920x1080","i7","8","512","1","Intel","Windows 10","2.31","1534.00"
"460","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.65","1345.00"
"461","Dell","Notebook","15.6","1920x1080","i7","8","128","1","AMD","Windows 10","2.36","979.00"
"462","Dell","2 in 1 Convertible","11.6","1366x768","Quad Core","4","512","0","Intel","Windows 10","1.47","479.00"
"463","Dell","Notebook","17.3","1920x1080","i7","8","1024","0","Nvidia","Windows 10","4.42","2046.00"
"464","Microsoft","Ultrabook","13.5","4k","Core M","4","128","1","Intel","Windows 10","1,252","989.00"
"465","Microsoft","Ultrabook","13.5","4k","i7","8","256","1","Intel","Windows 10","1.25","1799.00"
"466","HP","Notebook","17.3","1600x900","i3","8","256","1","Intel","Windows 10","2.5","639.90"
"467","Acer","Notebook","15.6","1920x1080","i3","4","1024","0","Nvidia","Windows 10","2.23","544.00"
"468","Acer","Netbook","11.6","1366x768","Celeron","4","128","1","Intel","Windows 10","1.4","435.00"
"469","Asus","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Windows 10","2.37","749.00"
"470","Lenovo","Notebook","14","1920x1080","i7","8","512","1","AMD","No OS","1.5","799.00"
"471","Lenovo","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","2.67","2090.00"
"472","Asus","Notebook","15.6","1366x768","Quad Core","4","512","0","Intel","Windows 10","2","304.00"
"473","Acer","Notebook","15.6","1366x768","i3","4","512","0","Nvidia","Windows 10","2.2","469.00"
"474","Dell","Notebook","15.6","1920x1080","i5","8","2048","0","AMD","Windows 10","2.02","759.00"
"475","HP","Gaming","17.3","1920x1080","i7","12","1024","0","Nvidia","Windows 10","3.78","1699.00"
"476","Lenovo","Ultrabook","14","4k","i7","12","256","1","Intel","Windows 10","1.4","1858.00"
"477","HP","2 in 1 Convertible","13.3","4k","i7","8","512","1","Intel","Windows 10","1.29","1999.00"
"478","HP","Notebook","15.6","1920x1080","i5","8","512","0","AMD","Windows 10","1.9","1154.00"
"480","Dell","Ultrabook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.42","1841.85"
"481","Asus","Notebook","15.6","4k","i7","12","128","1","Intel","Windows 10","2.06","1299.00"
"482","Dell","Notebook","14","1366x768","i3","8","128","1","Intel","Windows 10","1.79","740.00"
"483","Dell","Workstation","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","1.78","2408.00"
"484","Lenovo","Notebook","14","1920x1080","i5","8","64","1","Intel","Windows 10","1.7","1364.00"
"485","Dell","Notebook","15.6","1920x1080","i5","8","1024","0","AMD","Windows 10","2.2","675.00"
"486","Toshiba","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.05","1672.00"
"487","Dell","Notebook","15.6","1920x1080","i7","8","512","1","Nvidia","Windows 10","2.16","1262.00"
"488","Dell","Notebook","15.6","1366x768","i3","4","1024","0","Intel","Windows 10","2.18","586.60"
"489","HP","Notebook","13.3","1920x1080","i5","4","128","1","Intel","Windows 10","1.49","726.00"
"491","Lenovo","Notebook","15.6","1366x768","i3","4","128","1","Intel","Windows 10","2.3","565.00"
"492","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.75","1049.00"
"493","Dell","Workstation","15.6","1920x1080","i7","16","512","1","Nvidia","Windows 10","2.17","2338.00"
"494","Dell","Notebook","15.6","1920x1080","i7","16","512","1","Nvidia","Windows 10","2.06","1899.00"
"495","Lenovo","Ultrabook","12.5","1920x1080","i7","16","512","1","Intel","Windows 10","1.36","1798.00"
"496","Asus","Ultrabook","12.5","1920x1080","i7","16","512","1","Intel","Windows 10","0.91","1950.00"
"497","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.3","1011.99"
"498","Toshiba","Ultrabook","13.3","1920x1080","i7","32","512","1","Intel","Windows 10","1.05","2799.00"
"499","Asus","Gaming","15.6","1920x1080","i7","8","128","1","Nvidia","Windows 10","1.99","1350.00"
"500","Acer","Notebook","15.6","1366x768","AMD","8","1024","0","AMD","Windows 10","2.2","579.00"
"501","Asus","Gaming","17.3","1920x1080","i7","24","256","1","Nvidia","Windows 10","4.33","1269.00"
"502","Lenovo","Ultrabook","12.5","1366x768","i5","8","64","1","Intel","Windows 10","1.3","1099.00"
"503","Lenovo","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2.17","898.90"
"504","HP","Notebook","14","1920x1080","i7","8","1024","1","Intel","Windows 10","1.48","1749.00"
"505","Lenovo","Notebook","13.3","1920x1080","i3","8","256","1","Intel","Windows 10","1.4","949.00"
"506","Lenovo","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","2.3","911.00"
"507","Asus","Netbook","11.6","1366x768","Celeron","4","64","1","Intel","Windows 10","1.2","340.00"
"508","HP","Notebook","15.6","1366x768","i5","8","256","1","AMD","Windows 10","1.91","618.99"
"509","Lenovo","2 in 1 Convertible","13.9","1920x1080","i5","8","256","1","Intel","Windows 10","1.4","1599.00"
"510","Lenovo","Notebook","14","1366x768","Celeron","4","512","0","Intel","Windows 10","2.1","299.00"
"511","Lenovo","Netbook","11.6","1366x768","Celeron","4","16","1","Intel","Chrome OS","1.25","265.00"
"512","Lenovo","Notebook","13.3","1920x1080","i5","8","256","1","Intel","Windows 10","1.44","949.00"
"513","Asus","Notebook","15.6","1920x1080","i7","8","256","1","Intel","Windows 10","2","1224.00"
"514","Acer","Notebook","15.6","1920x1080","i5","4","1024","0","Nvidia","Windows 10","2.2","613.00"
"515","HP","Ultrabook","13.3","1920x1080","i7","8","512","1","Intel","Windows 10","1.34","1323.00"
"516","Lenovo","Gaming","15.6","1920x1080","i7","8","256","1","Nvidia","No OS","2.4","1149.00"
"517","Dell","Ultrabook","13.3","1920x1080","i5","8","128","1","Intel","Windows 10","1.29","899.00"
"518","Acer","Notebook","15.6","1920x1080","i7","4","512","0","Nvidia","Windows 10","2.2","639.00"
"519","Dell","Notebook","15.6","1920x1080","i5","8","1024","0","Intel","Windows 10","2.18","836.00"
"520","Dell","Notebook","15.6","1920x1080","i7","16","256","1","AMD","Windows 10","2.2","1219.24"
"521","Xiaomi","Notebook","15.6","1920x1080","i7","16","256","1","Nvidia","No OS","1.95","1399.95"
"522","Asus","Netbook","11.6","1366x768","Celeron","2","32","1","Intel","Windows 10","1.1","245.00"
"523","HP","Notebook","15.6","1366x768","i5","4","1024","0","Intel","Windows 10","2.04","521.47"
"524","Asus","Gaming","15.6","1920x1080","i7","24","512","1","Nvidia","Windows 10","2.24","2968.00"
"525","HP","Notebook","15.6","1920x1080","i5","8","256","1","Nvidia","Windows 10","2.04","889.00"
"526","Asus","Gaming","17.3","1920x1080","i7","16","256","1","Nvidia","Windows 10","3","1504.00"
"527","Lenovo","Gaming","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","3.2","1399.00"
"528","HP","Ultrabook","13.3","1920x1080","i7","8","256","1","Intel","Windows 10","1.32","1399.00"
"529","Dell","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 10","1.64","1279.73"
"530","HP","Notebook","15.6","1366x768","i3","4","128","1","Intel","Windows 10","1.63","689.00"
"531","Dell","Notebook","17.3","1920x1080","i5","8","128","1","AMD","Linux","2.8","889.00"
"532","Lenovo","Notebook","14","1920x1080","i5","8","256","1","Intel","Windows 7","2.02","1340.00"
"533","Lenovo","Notebook","15.6","1920x1080","i7","4","1024","0","Nvidia","Windows 10","2.2","799.00"
"534","Lenovo","Notebook","15.6","1366x768","i3","8","2048","0","Nvidia","No OS","2.2","459.00"
"535","Dell","Notebook","15.6","1920x1080","i5","4","512","0","AMD","Windows 10","2.3","585.00"
"536","Dell","Notebook","15.6","1920x1080","i5","8","256","1","Intel","Windows 10","1.9","1377.00"
"537","Dell","Gaming","17.3","1920x1080","i7","16","128","1","Nvidia","Windows 10","4.42","3012.77"
"538","Toshiba","Notebook","15.6","1920x1080","i5","8","512","0","Intel","Windows 10","2.0","860.00"
"539","Asus","Notebook","15.6","4k","i7","8","256","1","Nvidia","Windows 10","2","1299.00"
"541","Asus","Gaming","15.6","1920x1080","i5","8","128","1","Nvidia","Windows 10","2.3","1649.00"
"542","Dell","Notebook","15.6","1920x1080","i7","8","256","1","Nvidia","Windows 10","1.93","1369.00"
"543","Dell","Notebook","15.6","1920x1080","i5","8","256","1","AMD","Windows 10","2.2","797.41"
"544","HP","Notebook","15.6","1920x1080","Quad Core","4","256","1","Intel","Windows 10","1.86","398.99"
"545","HP","Gaming","17.3","1920x1080","i7","12","1024","0","Nvidia","Windows 10","2.62","1799.00"
"546","Lenovo","Notebook","14","1920x1080","i7","8","256","1","Nvidia","Windows 10","1.87","859.00"
"547","Dell","Ultrabook","13.3","4k","i7","8","256","1","Intel","Windows 10","1.2","1399.00"
"548","Dell","Notebook","14","1920x1080","i3","4","128","1","Intel","Windows 10","1.6","735.87"
"549","HP","Ultrabook","13.3","4k","i7","8","256","1","Intel","Windows 10","1.34","1145.00"
"550","Acer","Gaming","15.6","1920x1080","i5","8","1024","0","Nvidia","Linux","2.4","798.00"
"551","Asus","Notebook","15.6","1366x768","AMD","4","512","0","AMD","Windows 10","2","349.00"
"552","HP","Notebook","15.6","1920x1080","i3","4","128","1","Intel","Windows 10","2.1","705.50"
"553","Lenovo","Notebook","14","1920x1080","i5","4","512","0","Intel","Windows 10","1.87","785.00"
"554","Lenovo","Notebook","15.6","1920x1080","i5","4","1024","0","Intel","No OS","2.15","462.35"
"555","HP","Notebook","15.6","1920x1080","i3","4","512","0","Intel","Windows 10","1.86","397.00"
"556","Lenovo","Notebook","15.6","1920x1080","i7","8","512","1","Intel","Windows 10","1.99","1729.00"
